Allemagne,Gökhan Inler (c),29,Italie,Napoli
Allemagne,Granit Xhaka,21,Allemagne,Borussia Mönchengladbach
Allemagne,Tranquillo Barnetta,29,Allemagne,Eintracht Frankfurt
Allemagne,Valentin Stocker,25,Suisse,Basel
Allemagne,Valon Behrami,29,Italie,Napoli
Allemagne,Xherdan Shaqiri,22,Allemagne,Bayern Munich
Allemagne,Admir Mehmedi,23,Allemagne,SC Freiburg
Allemagne,Haris Seferovic,22,Espagne,Real Sociedad
Allemagne,Josip Drmic,21,Allemagne,1. FC Nürnberg
Allemagne,Mario Gavranovic,24,Suisse,Zürich
Argentine,Agustin Orion,32,Argentine,Boca Juniors
Argentine,Mariano Andujar,30,Italie,Catania
Argentine,Sergio Romero,27,France,Monaco
Argentine,Ezequiel Garay,27,Portugal,Benfica
Argentine,Federico Fernandez,25,Italie,Napoli
Argentine,Hugo Campagnaro,33,Italie,Internazionale
Argentine,Jose Maria Basanta,30,Mexique,Monterrey
Argentine,Marcos Rojo,24,Portugal,Sporting
Argentine,Martin Demichelis,33,Angleterre,Manchester City
Argentine,Pablo Zabaleta,29,Angleterre,Manchester City
Argentine,angel di Maria,26,Espagne,Real Madrid
Argentine,Augusto Fernandez,28,Espagne,Celta Vigo
Argentine,Enzo Perez,28,Portugal,Benfica
Argentine,Fernando Gago,28,Argentine,Boca Juniors
Argentine,Javier Mascherano,29,Espagne,Barcelona
Argentine,Lucas Biglia,28,Italie,Lazio
Argentine,Maxi Rodriguez,33,Argentine,Newell's Old Boys
Argentine,Ricardo alvarez,26,Italie,Internazionale
Argentine,Ezequiel Lavezzi,29,France,Paris Saint-Germain
Argentine,Gonzalo Higuain,26,Italie,Napoli
Argentine,Lionel Messi (c),26,Espagne,Barcelona
Argentine,Rodrigo Palacio,32,Italie,Internazionale
Argentine,Sergio Agüero,26,Angleterre,Manchester City
Bosnie-Herzegovine,Asmir Avdukic,33,Bosnie-Herzegovine,and Herzegovina Borac Banja
Bosnie-Herzegovine,Asmir Begovic,26,Angleterre,Stoke City
Bosnie-Herzegovine,Jasmin Fejzic,28,Allemagne,VfR Aalen
Bosnie-Herzegovine,Avdija Vrsajevic,28,Croatie,Hajduk Split
Bosnie-Herzegovine,Emir Spahic (c),33,Allemagne,Bayer Leverkusen
Bosnie-Herzegovine,Ermin Bicakcic,24,Allemagne,Eintracht Braunschweig
Bosnie-Herzegovine,Mensur Mujdza,30,Allemagne,SC Freiburg
Bosnie-Herzegovine,Muhamed Besic,21,Hongrie,Ferencvaros
Bosnie-Herzegovine,Ognjen Vranjes,24,Turquie,Elaz??spor
Bosnie-Herzegovine,Sead Kolasinac,20,Allemagne,Schalke 4
Bosnie-Herzegovine,Toni sunjic,25,Ukraine,Zorya Luhansk
Bosnie-Herzegovine,Anel Hadzic,24,Autriche,Sturm Graz
